team_comp,unlock_synergies,score,ratio
Aphelios/Leona/Rakan/Senna/Wukong/Yone,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Senna/Yone,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Senna/Zac,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Wukong/Yone,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Yone/Zac,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Yone/Zeri,5,5,0.62
Aphelios/Leona/Rell/Sejuani/Zac/Zeri,5,5,0.71
Aphelios/Lillia/Malphite/Nunu/Olaf/Yone,5,5,0.56
Aphelios/Lillia/Malphite/Olaf/Rell/Sejuani,5,6,0.56
Aphelios/Lillia/Malphite/Olaf/Rell/Senna,5,5,0.56
Aphelios/Lillia/Malphite/Olaf/Rell/Twitch,5,5,0.5
Aphelios/Lillia/Malphite/Olaf/Rell/Wukong,5,5,0.56
Aphelios/Lillia/Malphite/Olaf/Rell/Yone,5,5,0.56
Aphelios/Lillia/Malphite/Olaf/Rell/Zeri,5,5,0.62
Aphelios/Lillia/Malphite/Olaf/Rengar/Sejuani,5,5,0.5
Aphelios/Lillia/Malphite/Olaf/Sejuani/Senna,5,5,0.5
Aphelios/Lillia/Malphite/Olaf/Sejuani/Wukong,5,5,0.5
Aphelios/Lillia/Malphite/Olaf/Sejuani/Yone,5,5,0.5
Aphelios/Lillia/Malphite/Olaf/Sejuani/Zeri,5,5,0.56
Aphelios/Lillia/Nasus/Rakan/Rell/Senna,5,5,0.56
Aphelios/Lillia/Nasus/Rakan/Sejuani/Senna,5,5,0.5
Aphelios/Lillia/Nunu/Olaf/Rell/Yone,5,6,0.62
Aphelios/Lillia/Nunu/Olaf/Sejuani/Yone,5,6,0.56
Aphelios/Lillia/Nunu/Olaf/Skarner/Yone,5,5,0.56
Aphelios/Lillia/Olaf/Rakan/Rell/Senna,5,5,0.5
Aphelios/Lillia/Olaf/Rakan/Sejuani/Senna,5,5,0.45
Aphelios/Lillia/Olaf/Rell/Sejuani/Senna,5,6,0.56
Aphelios/Lillia/Olaf/Rell/Sejuani/Skarner,5,6,0.56
Aphelios/Lillia/Olaf/Rell/Sejuani/Sylas,5,6,0.56
Aphelios/Lillia/Olaf/Rell/Sejuani/Wukong,5,6,0.56
Aphelios/Lillia/Olaf/Rell/Sejuani/Yone,5,6,0.56
Aphelios/Lillia/Olaf/Rell/Sejuani/Zeri,5,6,0.56
Aphelios/Lillia/Olaf/Rell/Senna/Skarner,5,5,0.56
Aphelios/Lillia/Olaf/Rell/Skarner/Twitch,5,5,0.5
Aphelios/Lillia/Olaf/Rell/Skarner/Wukong,5,5,0.56
Aphelios/Lillia/Olaf/Rell/Skarner/Yone,5,5,0.56
Aphelios/Lillia/Olaf/Rell/Skarner/Zeri,5,5,0.56
Aphelios/Lillia/Olaf/Rell/Sylas/Vladimir,5,5,0.56
Aphelios/Lillia/Olaf/Rengar/Sejuani/Skarner,5,5,0.5
Aphelios/Lillia/Olaf/Sejuani/Senna/Skarner,5,5,0.5
Aphelios/Lillia/Olaf/Sejuani/Skarner/Wukong,5,5,0.5
Aphelios/Lillia/Olaf/Sejuani/Skarner/Yone,5,5,0.5
Aphelios/Lillia/Olaf/Sejuani/Skarner/Zeri,5,5,0.5
Aphelios/Lillia/Olaf/Sejuani/Sylas/Vladimir,5,5,0.5
Aphelios/Lillia/Rakan/Rell/Sejuani/Senna,5,6,0.56
Aphelios/Lillia/Rakan/Rell/Senna/Seraphine,5,5,0.5
Aphelios/Lillia/Rakan/Rell/Senna/Twitch,5,5,0.5
Aphelios/Lillia/Rakan/Rell/Senna/Zac,5,5,0.56
Aphelios/Lillia/Rakan/Rengar/Sejuani/Senna,5,5,0.5
Aphelios/Lillia/Rakan/Sejuani/Senna/Seraphine,5,5,0.45
Aphelios/Lillia/Rakan/Sejuani/Senna/Zac,5,5,0.5
Aphelios/Lillia/Rell/Sejuani/Senna/Sett,5,6,0.62
Aphelios/Lux/Rakan/Rell/Sejuani/Senna,5,5,0.56
Aphelios/Lux/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Malphite/Nunu/Olaf/Rell/Yone,5,5,0.62
Aphelios/Malphite/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Aphelios/Malphite/Olaf/Rell/Sejuani/Senna,5,5,0.56
Aphelios/Malphite/Olaf/Rell/Sejuani/Wukong,5,5,0.56
Aphelios/Malphite/Olaf/Rell/Sejuani/Yone,5,5,0.56
Aphelios/Malphite/Olaf/Rell/Sejuani/Zeri,5,5,0.62
Aphelios/Malphite/Rakan/Rell/Sejuani/Senna,5,5,0.56
Aphelios/Malphite/Rakan/Senna/Seraphine/Zac,5,5,0.62
Aphelios/Malphite/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Malphite/Rell/Sejuani/Senna/Skarner,5,5,0.62
Aphelios/Malphite/Rell/Sejuani/Senna/Sylas,5,5,0.56
Aphelios/Malphite/Rell/Sejuani/Seraphine/Zeri,5,5,0.62
Aphelios/Malphite/Rell/Sejuani/Skarner/Zeri,5,5,0.71
Aphelios/Malphite/Rell/Sejuani/Sylas/Zeri,5,5,0.62
Aphelios/Malphite/Rell/Sejuani/Taliyah/Zeri,5,5,0.71
Aphelios/Malphite/Rell/Sejuani/Zac/Zeri,5,5,0.71
Aphelios/Nasus/Nunu/Rakan/Rell/Senna,5,5,0.62
Aphelios/Nasus/Nunu/Rakan/Sejuani/Senna,5,5,0.56
Aphelios/Nasus/Qiyana/Rakan/Rengar/Senna,5,5,0.62
Aphelios/Nasus/Rakan/Rell/Sejuani/Senna,6,6,0.75
Aphelios/Nasus/Rakan/Rell/Sejuani/Zeri,5,5,0.56
Aphelios/Nasus/Rakan/Rell/Senna/Seraphine,5,5,0.56
Aphelios/Nasus/Rakan/Rell/Senna/Twitch,5,5,0.56
Aphelios/Nasus/Rakan/Rengar/Sejuani/Senna,5,5,0.56
Aphelios/Nasus/Rakan/Rengar/Senna/Seraphine,5,5,0.56
Aphelios/Nasus/Rakan/Rengar/Senna/Twitch,5,5,0.56
Aphelios/Nasus/Rakan/Sejuani/Senna/Seraphine,5,5,0.5
Aphelios/Nasus/Rakan/Senna/Seraphine/Twitch,5,5,0.5
Aphelios/Nasus/Rakan/Senna/Seraphine/Zyra,5,5,0.56
Aphelios/Nasus/Rakan/Senna/Twitch/Varus,5,5,0.56
Aphelios/Nasus/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Nasus/Rell/Sejuani/Senna/Zac,5,5,0.62
Aphelios/Nasus/Rell/Sejuani/Zac/Zeri,5,5,0.71
Aphelios/Nidalee/Rakan/Rell/Sejuani/Senna,5,5,0.56
Aphelios/Nidalee/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Nunu/Olaf/Rell/Sejuani/Yone,5,6,0.62
Aphelios/Nunu/Olaf/Rell/Senna/Yone,5,5,0.62
Aphelios/Nunu/Olaf/Rell/Skarner/Yone,5,5,0.62
Aphelios/Nunu/Olaf/Rell/Sylas/Yone,5,5,0.56
Aphelios/Nunu/Olaf/Rell/Twitch/Yone,5,5,0.56
Aphelios/Nunu/Olaf/Rell/Yone/Zeri,5,5,0.62
Aphelios/Nunu/Olaf/Rengar/Sejuani/Yone,5,5,0.56
Aphelios/Nunu/Olaf/Sejuani/Senna/Yone,5,5,0.56
Aphelios/Nunu/Olaf/Sejuani/Skarner/Yone,5,5,0.56
Aphelios/Nunu/Olaf/Sejuani/Sylas/Yone,5,5,0.5
Aphelios/Nunu/Olaf/Sejuani/Yone/Zeri,5,5,0.56
Aphelios/Nunu/Qiyana/Rengar/Sejuani/Senna,5,5,0.62
Aphelios/Nunu/Qiyana/Rengar/Sejuani/Yone,5,5,0.62
Aphelios/Nunu/Qiyana/Rengar/Sejuani/Zeri,5,5,0.62
Aphelios/Nunu/Rakan/Rell/Sejuani/Senna,5,6,0.62
Aphelios/Nunu/Rakan/Rell/Senna/Seraphine,5,5,0.56
Aphelios/Nunu/Rakan/Rell/Senna/Twitch,5,5,0.56
Aphelios/Nunu/Rakan/Rell/Senna/Yone,5,5,0.62
Aphelios/Nunu/Rakan/Rell/Senna/Zac,5,5,0.62
Aphelios/Nunu/Rakan/Rengar/Sejuani/Senna,5,5,0.56
Aphelios/Nunu/Rakan/Sejuani/Senna/Seraphine,5,5,0.5
Aphelios/Nunu/Rakan/Sejuani/Senna/Yone,5,5,0.56
Aphelios/Nunu/Rakan/Sejuani/Senna/Zac,5,5,0.56
Aphelios/Nunu/Rell/Sejuani/Senna/Sett,5,6,0.71
Aphelios/Nunu/Rell/Sejuani/Senna/Yone,5,6,0.71
Aphelios/Nunu/Rell/Sejuani/Wukong/Yone,5,6,0.71
Aphelios/Nunu/Rell/Sejuani/Yone/Zeri,5,6,0.71
Aphelios/Nunu/Rell/Senna/Sett/Twitch,5,5,0.62
Aphelios/Nunu/Rell/Senna/Sett/Volibear,5,5,0.71
Aphelios/Nunu/Rell/Senna/Sett/Yone,5,5,0.71
Aphelios/Nunu/Rell/Senna/Twitch/Varus,5,5,0.62
Aphelios/Nunu/Rell/Senna/Twitch/Yone,5,5,0.62
Aphelios/Nunu/Rell/Senna/Wukong/Yone,5,5,0.71
Aphelios/Nunu/Rell/Twitch/Varus/Yone,5,5,0.62
Aphelios/Nunu/Rell/Twitch/Varus/Zeri,5,5,0.62
Aphelios/Nunu/Rell/Twitch/Wukong/Yone,5,5,0.62
Aphelios/Nunu/Rell/Twitch/Yone/Zeri,5,5,0.62
Aphelios/Nunu/Rell/Wukong/Yone/Zeri,5,5,0.71
Aphelios/Nunu/Rengar/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Nunu/Rengar/Sejuani/Senna/Yone,5,5,0.62
Aphelios/Nunu/Rengar/Sejuani/Wukong/Yone,5,5,0.62
Aphelios/Nunu/Rengar/Sejuani/Yone/Zeri,5,5,0.62
Aphelios/Nunu/Sejuani/Senna/Sett/Volibear,5,5,0.62
Aphelios/Nunu/Sejuani/Senna/Sett/Yone,5,5,0.62
Aphelios/Nunu/Sejuani/Senna/Wukong/Yone,5,5,0.62
Aphelios/Nunu/Sejuani/Wukong/Yone/Zeri,5,5,0.62
Aphelios/Olaf/Rakan/Rell/Sejuani/Senna,5,5,0.5
Aphelios/Olaf/Rell/Sejuani/Senna/Sett,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Senna/Skarner,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Senna/Sylas,5,5,0.5
Aphelios/Olaf/Rell/Sejuani/Senna/Wukong,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Senna/Yone,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Skarner/Wukong,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Skarner/Yone,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Skarner/Zeri,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Sylas/Wukong,5,5,0.5
Aphelios/Olaf/Rell/Sejuani/Sylas/Yone,5,5,0.5
Aphelios/Olaf/Rell/Sejuani/Sylas/Zeri,5,5,0.5
Aphelios/Olaf/Rell/Sejuani/Sylas/Zyra,5,5,0.5
Aphelios/Olaf/Rell/Sejuani/Wukong/Zeri,5,5,0.56
Aphelios/Olaf/Rell/Sejuani/Yone/Zeri,5,5,0.56
Aphelios/Qiyana/Rakan/Rell/Sejuani/Senna,5,5,0.56
Aphelios/Qiyana/Rakan/Rengar/Sejuani/Senna,5,5,0.56
Aphelios/Qiyana/Rakan/Rengar/Senna/Zac,5,5,0.62
Aphelios/Qiyana/Rell/Rengar/Sejuani/Senna,5,5,0.71
Aphelios/Qiyana/Rell/Rengar/Sejuani/Zeri,5,5,0.71
Aphelios/Qiyana/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Rakan/Rell/Rengar/Sejuani/Senna,5,5,0.62
Aphelios/Rakan/Rell/Sejuani/Senna/Seraphine,6,6,0.67
Aphelios/Rakan/Rell/Sejuani/Senna/Sett,5,5,0.62
Aphelios/Rakan/Rell/Sejuani/Senna/Skarner,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Sylas,5,5,0.5
Aphelios/Rakan/Rell/Sejuani/Senna/Taliyah,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Twitch,5,6,0.62
Aphelios/Rakan/Rell/Sejuani/Senna/Varus,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Vladimir,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Volibear,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Wukong,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Yone,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Senna/Zac,6,6,0.75
Aphelios/Rakan/Rell/Sejuani/Senna/Zeri,5,5,0.62
Aphelios/Rakan/Rell/Sejuani/Senna/Zyra,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Seraphine/Zeri,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Sett/Volibear,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Sett/Zeri,5,5,0.56
Aphelios/Rakan/Rell/Sejuani/Zac/Zeri,5,5,0.62
Aphelios/Rakan/Rell/Senna/Seraphine/Twitch,5,5,0.5
Aphelios/Rakan/Rell/Senna/Seraphine/Zac,5,5,0.62
Aphelios/Rakan/Rell/Senna/Seraphine/Zyra,5,5,0.56
Aphelios/Rakan/Rell/Senna/Twitch/Varus,5,5,0.56
Aphelios/Rakan/Rell/Senna/Twitch/Zac,5,5,0.56
Aphelios/Rakan/Rell/Seraphine/Zac/Zeri,5,5,0.62
Aphelios/Rakan/Rengar/Sejuani/Senna/Seraphine,5,5,0.5
Aphelios/Rakan/Rengar/Sejuani/Senna/Zac,5,5,0.56
Aphelios/Rakan/Rengar/Senna/Seraphine/Zac,5,5,0.62
Aphelios/Rakan/Rengar/Senna/Twitch/Zac,5,5,0.56
Aphelios/Rakan/Rengar/Seraphine/Zac/Zeri,5,5,0.62
Aphelios/Rakan/Sejuani/Senna/Seraphine/Zac,5,5,0.56
Aphelios/Rakan/Sejuani/Senna/Seraphine/Zyra,5,5,0.5
Aphelios/Rakan/Sejuani/Seraphine/Zac/Zeri,5,5,0.56
Aphelios/Rakan/Senna/Seraphine/Taliyah/Zac,5,5,0.62
Aphelios/Rakan/Senna/Seraphine/Twitch/Zac,5,5,0.56
Aphelios/Rakan/Senna/Seraphine/Zac/Zeri,5,5,0.71
Aphelios/Rakan/Senna/Seraphine/Zac/Zyra,5,5,0.62
Aphelios/Rakan/Senna/Twitch/Varus/Zac,5,5,0.56
Aphelios/Rakan/Seraphine/Sett/Zac/Zeri,5,5,0.62
Aphelios/Rakan/Seraphine/Twitch/Zac/Zeri,5,5,0.56
Aphelios/Rakan/Seraphine/Zac/Zeri/Zyra,5,5,0.62
Aphelios/Rell/Rengar/Sejuani/Senna/Sett,5,5,0.71
Aphelios/Rell/Sejuani/Senna/Seraphine/Sett,5,5,0.56
Aphelios/Rell/Sejuani/Senna/Seraphine/Zyra,5,5,0.56
Aphelios/Rell/Sejuani/Senna/Sett/Skarner,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Sylas,5,5,0.56
Aphelios/Rell/Sejuani/Senna/Sett/Taliyah,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Twitch,5,6,0.71
Aphelios/Rell/Sejuani/Senna/Sett/Varus,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Vladimir,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Volibear,6,6,0.86
Aphelios/Rell/Sejuani/Senna/Sett/Wukong,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Yone,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Zac,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Sett/Zeri,5,5,0.71
Aphelios/Rell/Sejuani/Senna/Sett/Zyra,5,5,0.62
Aphelios/Rell/Sejuani/Senna/Skarner/Sylas,5,5,0.56
Aphelios/Rell/Sejuani/Senna/Sylas/Zyra,5,5,0.56
Aphelios/Rell/Sejuani/Senna/Twitch/Varus,5,6,0.71
Aphelios/Rell/Sejuani/Senna/Wukong/Yone,5,5,0.62
Aphelios/Rell/Sejuani/Seraphine/Taliyah/Zeri,5,5,0.62
Aphelios/Rell/Sejuani/Seraphine/Zac/Zeri,5,5,0.62
Aphelios/Rell/Sejuani/Seraphine/Zeri/Zyra,5,5,0.62
Aphelios/Rell/Sejuani/Sett/Volibear/Zeri,5,5,0.62
Aphelios/Rell/Sejuani/Skarner/Sylas/Zeri,5,5,0.56
Aphelios/Rell/Sejuani/Sylas/Zeri/Zyra,5,5,0.56
Aphelios/Rell/Sejuani/Taliyah/Zac/Zeri,5,5,0.71
Aphelios/Rell/Sejuani/Twitch/Varus/Zeri,5,6,0.71
Aphelios/Rell/Sejuani/Wukong/Yone/Zeri,5,5,0.62
Braum/Diana/Ezreal/Jax/Qiyana/Twitch,5,5,0.56
Braum/Diana/Ezreal/Lee Sin/Leona/Twitch,5,5,0.62
Braum/Diana/Ezreal/Lee Sin/Nasus/Twitch,5,5,0.62
Braum/Diana/Ezreal/Lee Sin/Rakan/Sett,5,5,0.62
Braum/Diana/Ezreal/Lee Sin/Rakan/Twitch,5,5,0.56
Braum/Diana/Ezreal/Lee Sin/Twitch/Zac,5,5,0.62
Braum/Diana/Ezreal/Leona/Nunu/Qiyana,5,5,0.71
Braum/Diana/Ezreal/Leona/Nunu/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Leona/Nunu/Twitch,5,5,0.62
Braum/Diana/Ezreal/Leona/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Leona/Qiyana/Twitch,6,6,0.86
Braum/Diana/Ezreal/Leona/Qiyana/Varus,5,5,0.71
Braum/Diana/Ezreal/Leona/Qiyana/Yone,5,5,0.71
Braum/Diana/Ezreal/Leona/Rengar/Twitch,5,5,0.62
Braum/Diana/Ezreal/Leona/Twitch/Yone,5,5,0.62
Braum/Diana/Ezreal/Lillia/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Malphite/Qiyana/Twitch,5,5,0.62
Braum/Diana/Ezreal/Nasus/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Nasus/Qiyana/Twitch,6,6,0.86
Braum/Diana/Ezreal/Nasus/Qiyana/Varus,5,5,0.71
Braum/Diana/Ezreal/Nasus/Rengar/Twitch,5,5,0.62
Braum/Diana/Ezreal/Nunu/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Nunu/Qiyana/Twitch,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Rakan/Sejuani,5,5,0.56
Braum/Diana/Ezreal/Qiyana/Rakan/Senna,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Rakan/Seraphine,5,5,0.56
Braum/Diana/Ezreal/Qiyana/Rakan/Sett,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Rakan/Twitch,6,6,0.75
Braum/Diana/Ezreal/Qiyana/Rakan/Varus,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Rell/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Rell/Twitch,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Sejuani/Twitch,5,6,0.71
Braum/Diana/Ezreal/Qiyana/Sejuani/Varus,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Sejuani/Zac,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Skarner/Twitch,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Twitch/Vladimir,5,5,0.62
Braum/Diana/Ezreal/Qiyana/Twitch/Zac,6,6,0.86
Braum/Diana/Ezreal/Qiyana/Varus/Zac,5,5,0.71
Braum/Diana/Ezreal/Rakan/Rengar/Twitch,5,5,0.56
Braum/Diana/Ezreal/Rakan/Senna/Twitch,5,5,0.56
Braum/Diana/Ezreal/Rakan/Seraphine/Twitch,5,5,0.5
Braum/Diana/Ezreal/Rakan/Sett/Twitch,5,5,0.56
Braum/Diana/Ezreal/Rell/Rengar/Sejuani,5,5,0.62
Braum/Diana/Ezreal/Rell/Rengar/Twitch,5,5,0.62
Braum/Diana/Ezreal/Rengar/Twitch/Zac,5,5,0.62
Braum/Diana/Gnar/Leona/Nunu/Sejuani,5,5,0.62
Braum/Diana/Gnar/Rell/Rengar/Sejuani,5,5,0.62
Braum/Diana/Jax/Leona/Olaf/Yone,5,5,0.62
Braum/Diana/Jax/Rell/Rengar/Sejuani,5,5,0.56
Braum/Diana/Kai'sa/Lee Sin/Leona/Qiyana,5,5,0.71
Braum/Diana/Kai'sa/Lee Sin/Nasus/Qiyana,5,5,0.71
Braum/Diana/Kai'sa/Lee Sin/Qiyana/Rakan,5,5,0.62
Braum/Diana/Kai'sa/Lee Sin/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Kai'sa/Lee Sin/Qiyana/Zac,5,5,0.83
Braum/Diana/Kai'sa/Leona/Nunu/Sejuani,5,5,0.62
Braum/Diana/Kai'sa/Qiyana/Rakan/Sett,5,5,0.62
Braum/Diana/Kai'sa/Rakan/Rengar/Sett,5,5,0.62
Braum/Diana/Kai'sa/Rakan/Sejuani/Sett,5,5,0.56
Braum/Diana/Kai'sa/Rakan/Seraphine/Sett,5,5,0.62
Braum/Diana/Kai'sa/Rakan/Sett/Twitch,5,5,0.56
Braum/Diana/Kai'sa/Rell/Rengar/Sejuani,5,5,0.62
Braum/Diana/Karma/Lee Sin/Leona/Qiyana,5,5,0.71
Braum/Diana/Karma/Lee Sin/Nasus/Qiyana,5,5,0.71
Braum/Diana/Karma/Lee Sin/Qiyana/Rakan,5,5,0.62
Braum/Diana/Karma/Lee Sin/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Karma/Lee Sin/Qiyana/Zac,5,5,0.71
Braum/Diana/Karma/Leona/Nunu/Sejuani,5,5,0.62
Braum/Diana/Karma/Qiyana/Rakan/Sett,5,5,0.62
Braum/Diana/Karma/Rakan/Rengar/Sett,5,5,0.62
Braum/Diana/Karma/Rakan/Sejuani/Sett,5,5,0.56
Braum/Diana/Karma/Rakan/Seraphine/Sett,5,5,0.56
Braum/Diana/Karma/Rakan/Sett/Twitch,5,5,0.56
Braum/Diana/Karma/Rell/Rengar/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Leona/Nunu/Qiyana,5,5,0.71
Braum/Diana/Lee Sin/Leona/Nunu/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Leona/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Leona/Qiyana/Sett,5,5,0.71
Braum/Diana/Lee Sin/Leona/Qiyana/Twitch,5,5,0.62
Braum/Diana/Lee Sin/Leona/Qiyana/Volibear,5,5,0.71
Braum/Diana/Lee Sin/Leona/Qiyana/Yone,5,5,0.71
Braum/Diana/Lee Sin/Lillia/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Nasus/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Nasus/Qiyana/Sett,5,5,0.71
Braum/Diana/Lee Sin/Nasus/Qiyana/Twitch,5,5,0.62
Braum/Diana/Lee Sin/Nasus/Qiyana/Volibear,5,5,0.83
Braum/Diana/Lee Sin/Nunu/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Rakan/Sejuani,5,5,0.56
Braum/Diana/Lee Sin/Qiyana/Rakan/Senna,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Rakan/Seraphine,5,5,0.56
Braum/Diana/Lee Sin/Qiyana/Rakan/Sett,6,6,0.86
Braum/Diana/Lee Sin/Qiyana/Rakan/Twitch,5,5,0.56
Braum/Diana/Lee Sin/Qiyana/Rakan/Volibear,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Rell/Sejuani,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Sejuani/Sett,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Sejuani/Volibear,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Sejuani/Zac,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Sett/Zac,5,5,0.71
Braum/Diana/Lee Sin/Qiyana/Twitch/Zac,5,5,0.62
Braum/Diana/Lee Sin/Qiyana/Volibear/Zac,5,5,0.71
Braum/Diana/Lee Sin/Rakan/Rengar/Sett,5,5,0.62
Braum/Diana/Lee Sin/Rakan/Sejuani/Sett,5,5,0.56
Braum/Diana/Lee Sin/Rakan/Seraphine/Sett,5,5,0.56
Braum/Diana/Lee Sin/Rakan/Sett/Twitch,5,5,0.56
Braum/Diana/Lee Sin/Rell/Rengar/Sejuani,5,5,0.62
Braum/Diana/Leona/Lillia/Nunu/Qiyana,5,5,0.71
Braum/Diana/Leona/Lillia/Nunu/Rengar,5,5,0.71
Braum/Diana/Leona/Lillia/Nunu/Sejuani,5,6,0.71
Braum/Diana/Leona/Lillia/Nunu/Twitch,5,5,0.62
Braum/Diana/Leona/Lillia/Qiyana/Sejuani,5,5,0.62
Braum/Diana/Leona/Lillia/Rell/Rengar,5,5,0.71
Braum/Diana/Leona/Lillia/Rengar/Sejuani,5,5,0.62
Braum/Diana/Leona/Lillia/Sejuani/Yone,5,5,0.62
Braum/Diana/Leona/Lux/Nunu/Sejuani,5,5,0.62
Braum/Diana/Leona/Malphite/Olaf/Yone,5,5,0.71
Braum/Diana/Leona/Nidalee/Nunu/Sejuani,5,5,0.62
Braum/Diana/Leona/Nunu/Olaf/Sejuani,5,5,0.62
Braum/Diana/Leona/Nunu/Rell/Rengar,6,6,1.0
Braum/Diana/Leona/Nunu/Rengar/Sejuani,6,6,0.86
Braum/Diana/Leona/Nunu/Rengar/Twitch,5,5,0.62
Braum/Diana/Leona/Nunu/Sejuani/Senna,5,5,0.62
Braum/Diana/Leona/Nunu/Sejuani/Taliyah,5,5,0.62
Braum/Diana/Leona/Nunu/Sejuani/Varus,5,5,0.62
Braum/Diana/Leona/Nunu/Sejuani/Volibear,5,5,0.62
Braum/Diana/Leona/Nunu/Sejuani/Yone,5,5,0.71
Braum/Diana/Leona/Nunu/Sejuani/Zeri,5,5,0.62
Braum/Diana/Leona/Nunu/Twitch/Varus,5,5,0.62
Braum/Diana/Leona/Olaf/Qiyana/Yone,5,5,0.71
Braum/Diana/Leona/Olaf/Rengar/Yone,5,5,0.71
Braum/Diana/Leona/Olaf/Sejuani/Yone,5,5,0.62
Braum/Diana/Leona/Olaf/Skarner/Yone,5,5,0.71
Braum/Diana/Leona/Olaf/Sylas/Yone,5,5,0.62
Braum/Diana/Leona/Olaf/Twitch/Yone,5,5,0.62
Braum/Diana/Leona/Qiyana/Sejuani/Yone,5,5,0.62
Braum/Diana/Leona/Qiyana/Twitch/Varus,5,5,0.62
Braum/Diana/Leona/Qiyana/Twitch/Yone,5,5,0.62
Braum/Diana/Leona/Qiyana/Wukong/Yone,5,5,0.71
Braum/Diana/Leona/Rell/Rengar/Sejuani,6,6,0.86
Braum/Diana/Leona/Rell/Rengar/Twitch,5,5,0.62
Braum/Diana/Leona/Rell/Rengar/Yone,5,5,0.71
Braum/Diana/Leona/Rell/Sejuani/Yone,5,5,0.62
Braum/Diana/Leona/Rengar/Sejuani/Yone,5,5,0.62
Braum/Diana/Leona/Rengar/Twitch/Varus,5,5,0.62
Braum/Diana/Leona/Rengar/Twitch/Yone,5,5,0.62
Braum/Diana/Leona/Rengar/Wukong/Yone,5,5,0.71
Braum/Diana/Leona/Sejuani/Wukong/Yone,5,5,0.62
Braum/Diana/Leona/Twitch/Varus/Yone,5,5,0.62
